ID,Sentence A,Sentence B
898,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
899,나는 조건부 자율 주행 차량의 운영 설계상의 한계를 무시합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
900,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,나는 제어권 전환 요청을 무시합니다.
901,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
902,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
903,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
904,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
905,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
906,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
907,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
908,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
909,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
910,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
911,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
912,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
913,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
914,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
915,나는 조건부 자율 주행 차량의 시스템 경고나 알람을 무시합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
916,나는 제어권 전환 요청을 무시합니다.,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.
917,나는 제어권 전환 요청을 무시합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
918,나는 제어권 전환 요청을 무시합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
919,나는 제어권 전환 요청을 무시합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
920,나는 제어권 전환 요청을 무시합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
921,나는 제어권 전환 요청을 무시합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
922,나는 제어권 전환 요청을 무시합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
923,나는 제어권 전환 요청을 무시합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
924,나는 제어권 전환 요청을 무시합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
925,나는 제어권 전환 요청을 무시합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
926,나는 제어권 전환 요청을 무시합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
927,나는 제어권 전환 요청을 무시합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
928,나는 제어권 전환 요청을 무시합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
929,나는 제어권 전환 요청을 무시합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
930,나는 제어권 전환 요청을 무시합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
931,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.
932,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
933,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
934,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
935,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
936,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
937,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
938,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
939,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
940,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
941,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
942,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
943,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
944,어떠한 비운전과업 중이더라도 제어권 전환 요청이 오면 나는 즉시 대응합니다.,나는 자율 주행 내내 안전 벨트를 하고 있습니다.
945,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,"조건부 자율 주행을 미리 정의된 조건 내에서만 작동시킵니다. (e.g. 특정 도로 위, 날씨 조건, 교통 밀도 등)"
946,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,안전을 위해 정해진 변수 내에서만 자율 주행 차량을 작동시킵니다.
947,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,자율 주행 차량의 기능을 완전히 이해하지 못한 채로 시스템을 작동시킵니다.
948,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,"차량을 지정된 운영 설계 한계 내에서만 작동시키고 안전한 사용을 위해 모든 전제 조건 (e.g. 날씨, 교통 밀도 등)을 충족하는지 확인합니다."
949,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,시스템 경고 또는 긴급 상황에 대해 천천히 대응합니다.
950,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,제어권 전환에 대한 시스템 경고 또는 알림에 대해 천천히 대응합니다.
951,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,잠재적인 수동 운전 개입에 대비하여 시스템의 경고 지표를 주기적으로 확인합니다.
952,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,인간 기계 인터페이스와 시스템 알림을 사용하여 차량 상태를 정기적으로 점검합니다.
953,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,자율 주행 시스템이 작동 중일 때 비운전과업을 하지 않고 주위를 살핍니다.
954,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,사용자 매뉴얼과 훈련을 온전히 이해하고 따릅니다.
955,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,자율 주행 시스템을 재미로 과속운전 하는 데에 사용합니다.
956,나는 안전한 운전을 위해 인간 기계 인터페이스의 신호를 해석하고 반응하는 방법을 배웁니다.,나는 자율 주행 동안 핸들 가까이에 손을 둡니다.
